Source,Target,Weight,Distance,Type
56,58,0.55,9,Undirected
56,60,0.55,9,Undirected
56,63,0.55,9,Undirected
56,66,0.55,9,Undirected
56,73,0.6,8,Undirected
56,76,0.55,9,Undirected
56,77,0.25,15,Undirected
56,78,0.30000000000000004,14,Undirected
56,82,0.30000000000000004,14,Undirected
56,85,0.5,10,Undirected
56,86,0.6,8,Undirected
57,81,0.4,12,Undirected
57,61,0.30000000000000004,14,Undirected
57,67,0.30000000000000004,14,Undirected
57,76,0.30000000000000004,14,Undirected
57,83,0.30000000000000004,14,Undirected
57,87,0.30000000000000004,14,Undirected
58,66,0.6,8,Undirected
58,73,0.55,9,Undirected
58,75,0.55,9,Undirected
59,75,0.6,8,Undirected
59,89,0.6,8,Undirected
59,64,0.55,9,Undirected
59,65,0.5,10,Undirected
59,68,0.5,10,Undirected
59,69,0.5,10,Undirected
59,74,0.5,10,Undirected
59,77,0.25,15,Undirected
60,68,0.65,7,Undirected
60,72,0.6,8,Undirected
60,86,0.55,9,Undirected
60,89,0.55,9,Undirected
60,61,0.5,10,Undirected
60,64,0.5,10,Undirected
60,67,0.5,10,Undirected
60,76,0.5,10,Undirected
60,84,0.44999999999999996,11,Undirected
60,88,0.5,10,Undirected
61,89,0.65,7,Undirected
61,72,0.6,8,Undirected
61,76,0.6,8,Undirected
61,69,0.55,9,Undirected
61,74,0.55,9,Undirected
61,75,0.55,9,Undirected
61,85,0.55,9,Undirected
61,80,0.44999999999999996,11,Undirected
61,86,0.55,9,Undirected
62,72,0.6,8,Undirected
62,68,0.55,9,Undirected
62,75,0.55,9,Undirected
62,89,0.55,9,Undirected
63,64,0.8,4,Undirected
63,70,0.6,8,Undirected
63,83,0.6,8,Undirected
63,88,0.6,8,Undirected
63,68,0.55,9,Undirected
63,73,0.55,9,Undirected
63,75,0.55,9,Undirected
63,81,0.5,10,Undirected
64,68,0.75,5,Undirected
64,75,0.75,5,Undirected
64,70,0.7,6,Undirected
64,83,0.7,6,Undirected
64,89,0.65,7,Undirected
64,81,0.5,10,Undirected
64,88,0.6,8,Undirected
65,69,0.6,8,Undirected
65,74,0.6,8,Undirected
65,66,0.55,9,Undirected
65,87,0.55,9,Undirected
65,77,0.25,15,Undirected
65,78,0.30000000000000004,14,Undirected
65,80,0.5,10,Undirected
65,82,0.30000000000000004,14,Undirected
66,74,0.75,5,Undirected
66,71,0.55,9,Undirected
66,73,0.55,9,Undirected
66,85,0.55,9,Undirected
67,69,0.65,7,Undirected
67,87,0.6,8,Undirected
67,73,0.55,9,Undirected
67,85,0.55,9,Undirected
67,88,0.5,10,Undirected
68,89,0.7,6,Undirected
68,72,0.65,7,Undirected
68,78,0.30000000000000004,14,Undirected
68,81,0.55,9,Undirected
68,88,0.55,9,Undirected
69,74,0.6,8,Undirected
69,75,0.6,8,Undirected
69,86,0.6,8,Undirected
69,76,0.55,9,Undirected
69,77,0.35,13,Undirected
69,78,0.30000000000000004,14,Undirected
69,80,0.5,10,Undirected
69,82,0.5,10,Undirected
69,85,0.5,10,Undirected
70,89,0.65,7,Undirected
70,72,0.6,8,Undirected
70,83,0.6,8,Undirected
70,81,0.5,10,Undirected
71,87,0.55,9,Undirected
71,73,0.5,10,Undirected
71,79,0.5,10,Undirected
71,85,0.5,10,Undirected
72,89,0.65,7,Undirected
72,79,0.55,9,Undirected
72,86,0.55,9,Undirected
73,83,0.65,7,Undirected
73,75,0.6,8,Undirected
73,76,0.55,9,Undirected
73,85,0.5,10,Undirected
73,86,0.5,10,Undirected
73,88,0.55,9,Undirected
74,85,0.6,8,Undirected
74,76,0.55,9,Undirected
74,77,0.15000000000000002,17,Undirected
74,82,0.4,12,Undirected
75,89,0.7,6,Undirected
75,76,0.55,9,Undirected
75,78,0.4,12,Undirected
75,80,0.5,10,Undirected
75,83,0.65,7,Undirected
75,85,0.5,10,Undirected
75,87,0.65,7,Undirected
76,85,0.65,7,Undirected
76,86,0.55,9,Undirected
76,88,0.5,10,Undirected
77,82,0.44999999999999996,11,Undirected
79,84,0.6,8,Undirected
79,86,0.5,10,Undirected
80,87,0.55,9,Undirected
80,82,0.30000000000000004,14,Undirected
81,84,0.55,9,Undirected
81,83,0.5,10,Undirected
81,87,0.5,10,Undirected
82,85,0.30000000000000004,14,Undirected
83,88,0.5,10,Undirected
84,88,0.44999999999999996,11,Undirected
86,89,0.5,10,Undirected
